student_id,name,gender,age,attendance_percentage,internal_score_1,internal_score_2,internal_score_3,assignment_submission_rate,participation_score,library_usage_hours,extracurricular_score,final_grade,performance_label
STU279,Student 279,Male,21,71.81,47.78,40.27,48.74,86.52,10,18.85,43.41,A,Excellent
STU280,Student 280,Female,18,64.72,16.38,46.02,28.45,89.68,7,28.24,17.88,C,Average
STU281,Student 281,Female,21,97.42,19.27,35.76,16.36,93.94,5,10.73,27.65,C,Average
STU282,Student 282,Female,18,88.18,30.83,28.7,16.08,76.91,4,8.99,17.98,D,At Risk
STU283,Student 283,Female,18,57.01,47.69,29.44,28.58,72.12,7,20.32,20.58,C,Average
STU284,Student 284,Male,18,93.42,26.07,39.35,20.6,73.01,7,19.34,30.14,C,Average
STU285,Student 285,Female,22,74.37,32.75,15.11,15.82,88.5,6,11.3,12.72,D,At Risk
STU286,Student 286,Male,19,94.73,16.46,36.69,41.47,92.67,8,27.99,18.73,B,Good
STU287,Student 287,Male,21,89.99,20.19,27.44,31.05,67.26,4,25.66,47.42,D,At Risk
STU288,Student 288,Male,22,71.26,49.53,42.8,25.12,74.84,10,8.27,28.64,B,Good
STU289,Student 289,Male,22,51.12,48.78,18.25,46.5,96.08,5,8.7,27.82,C,Average
STU290,Student 290,Female,22,63.43,15.17,35.59,19.06,92.27,4,16.34,10.58,D,At Risk
STU291,Student 291,Male,22,77.08,48.31,31.83,48.46,99.39,1,23.66,19.9,B,Good
STU292,Student 292,Male,22,81.67,37.37,37.48,25.99,90.17,8,3.23,44.65,B,Good
STU293,Student 293,Male,20,62.89,45.38,17.27,46.09,75.73,1,21.41,16.59,D,At Risk
STU294,Student 294,Female,21,56.97,30.92,35.3,36.1,83.63,5,20.15,26.6,C,Average
STU295,Student 295,Female,22,91.75,33.05,34.65,43.93,86.44,6,8.48,10.57,B,Good
STU296,Student 296,Female,21,99.22,32.11,34.62,49.44,63.14,6,21.08,29.13,B,Good
STU297,Student 297,Female,20,76.28,38.34,36.12,25.09,81.78,5,28.33,10.84,C,Average
STU298,Student 298,Male,20,58.58,19.89,38.68,48.64,88.37,3,3.31,42.78,C,Average
STU299,Student 299,Male,21,63.62,16.05,43.17,28.63,66.69,5,10.95,42.99,D,At Risk
STU300,Student 300,Female,18,50.92,25.78,24.44,28.49,91.23,8,14.27,41.51,D,At Risk
STU301,Student 301,Male,19,95.71,39.66,43.88,26.91,83.35,2,27.18,21.33,C,Average
STU302,Student 302,Male,18,55.89,22.06,32.44,33.95,98.09,6,28.94,43.49,C,Average
STU303,Student 303,Male,18,78.83,38.57,17.7,20.4,61.7,9,14.44,31.72,D,At Risk
STU304,Student 304,Female,18,63.7,48.95,17.05,34.38,70.61,8,23.0,24.95,C,Average
STU305,Student 305,Female,22,77.71,18.29,26.7,33.96,84.06,8,16.89,35.01,C,Average
STU306,Student 306,Male,20,82.57,38.54,42.47,41.67,71.86,8,17.06,10.49,B,Good
STU307,Student 307,Female,18,91.49,30.53,39.77,44.18,88.58,7,9.79,15.72,B,Good
STU308,Student 308,Female,20,60.32,45.38,42.6,30.42,90.36,8,8.07,39.69,B,Good
STU309,Student 309,Female,21,50.55,21.2,33.1,25.58,64.1,6,10.06,19.77,D,At Risk
STU310,Student 310,Female,19,56.84,39.24,30.41,24.08,80.55,2,17.58,33.92,D,At Risk
STU311,Student 311,Female,21,95.0,44.33,20.16,21.81,80.36,2,2.82,25.4,C,Average
STU312,Student 312,Male,21,93.69,48.06,26.49,17.02,74.77,8,27.4,44.19,C,Average
STU313,Student 313,Female,22,79.87,38.91,30.19,26.99,97.32,1,6.38,48.1,C,Average
STU314,Student 314,Male,19,80.03,32.4,18.1,24.46,93.1,6,8.16,45.34,C,Average
STU315,Student 315,Male,21,83.25,36.62,22.72,48.82,87.89,6,16.51,20.82,B,Good
STU316,Student 316,Female,21,58.77,45.41,35.94,34.52,88.57,4,21.88,17.77,C,Average
STU317,Student 317,Male,19,95.72,34.97,40.75,27.15,78.47,10,4.68,28.98,B,Good
STU318,Student 318,Male,19,70.94,16.06,49.94,35.32,96.84,3,10.9,10.29,C,Average
STU319,Student 319,Male,21,69.16,47.58,47.66,19.87,87.78,3,29.12,11.03,C,Average
STU320,Student 320,Female,19,75.95,39.13,37.49,30.54,89.16,1,9.35,32.13,C,Average
STU321,Student 321,Female,21,52.35,38.68,29.74,36.92,94.47,3,10.77,30.82,C,Average
STU322,Student 322,Male,21,58.31,22.55,37.27,32.11,70.96,4,25.42,49.78,D,At Risk
STU323,Student 323,Female,22,86.9,38.06,42.5,29.06,92.28,5,3.41,18.07,B,Good
STU324,Student 324,Female,18,54.14,28.79,19.14,49.78,67.81,3,15.01,20.32,D,At Risk
STU325,Student 325,Female,21,80.16,37.79,29.35,45.81,73.81,6,12.63,14.54,C,Average
STU326,Student 326,Female,20,62.27,18.73,44.39,36.82,73.42,5,10.86,46.7,C,Average
STU327,Student 327,Male,18,69.46,38.02,28.43,34.93,99.14,3,10.0,41.11,C,Average
STU328,Student 328,Male,18,64.43,49.98,35.02,36.72,94.26,6,4.56,42.89,B,Good
STU329,Student 329,Female,18,67.78,16.69,35.57,22.05,88.05,6,10.82,46.11,D,At Risk
STU330,Student 330,Female,22,85.95,49.2,21.46,28.83,89.08,8,3.21,31.0,B,Good
STU331,Student 331,Male,21,64.86,29.24,27.68,16.38,82.48,2,23.87,28.05,D,At Risk
STU332,Student 332,Male,22,78.32,45.48,26.71,31.64,97.88,1,13.15,23.22,C,Average
STU333,Student 333,Female,21,73.8,42.38,15.92,34.01,79.85,4,14.43,33.57,C,Average
STU334,Student 334,Male,22,83.18,34.85,15.85,22.97,75.22,7,27.02,28.17,D,At Risk
STU335,Student 335,Female,22,96.84,40.85,44.11,48.74,66.52,10,20.43,28.06,A,Excellent
STU336,Student 336,Female,20,86.63,45.75,24.56,46.83,91.45,3,2.23,47.48,B,Good
STU337,Student 337,Male,22,60.75,29.14,33.13,40.28,89.38,3,28.41,49.36,C,Average
STU338,Student 338,Male,19,51.56,26.45,25.46,33.67,75.37,5,8.64,41.86,D,At Risk
STU339,Student 339,Female,20,63.11,38.37,47.92,45.45,61.01,5,5.01,40.27,C,Average
STU340,Student 340,Female,22,79.75,43.27,24.08,19.57,93.56,10,23.51,37.22,C,Average
STU341,Student 341,Male,18,52.57,41.68,30.04,42.67,60.46,3,16.01,16.64,D,At Risk
STU342,Student 342,Female,19,74.82,42.92,45.55,19.37,88.15,9,14.15,12.36,B,Good
STU343,Student 343,Male,19,79.84,30.25,44.47,42.8,98.81,4,8.99,37.63,B,Good
STU344,Student 344,Female,19,66.71,43.62,21.51,24.65,77.51,3,17.33,39.15,D,At Risk
STU345,Student 345,Male,20,88.55,19.21,43.09,45.7,69.4,2,9.68,11.88,C,Average
STU346,Student 346,Male,22,55.33,34.06,31.04,48.04,88.19,10,27.24,47.12,B,Good
STU347,Student 347,Male,22,53.76,15.2,31.9,20.21,92.69,9,8.03,13.65,D,At Risk
STU348,Student 348,Female,18,86.41,26.36,19.67,31.19,81.86,4,26.76,21.44,D,At Risk
STU349,Student 349,Female,18,74.77,27.83,17.82,49.33,98.68,3,17.66,36.9,C,Average
STU350,Student 350,Male,19,84.42,28.87,40.48,31.92,62.07,7,25.2,16.79,C,Average
STU351,Student 351,Female,18,71.74,39.34,32.38,45.22,80.19,8,21.96,12.22,B,Good
STU352,Student 352,Male,20,62.32,28.6,30.29,35.61,88.74,2,21.51,23.25,D,At Risk
STU353,Student 353,Male,22,90.96,30.7,40.53,28.14,94.51,7,11.08,40.64,B,Good
STU354,Student 354,Female,19,89.97,23.31,41.79,25.0,67.17,5,8.55,26.55,C,Average
STU355,Student 355,Female,18,84.73,28.06,20.56,22.11,92.0,5,7.9,36.12,D,At Risk
STU356,Student 356,Male,20,63.61,22.95,36.36,41.66,82.11,3,26.0,33.18,C,Average
STU357,Student 357,Female,20,79.51,17.56,19.74,28.53,75.86,5,24.97,10.89,D,At Risk
STU358,Student 358,Female,18,68.05,36.12,41.3,32.89,65.27,2,14.34,49.54,C,Average
STU359,Student 359,Male,22,54.58,38.39,37.99,32.23,94.61,4,5.71,11.66,C,Average
STU360,Student 360,Male,18,95.87,36.68,48.48,35.2,66.29,6,12.7,48.71,B,Good
STU361,Student 361,Female,19,56.84,31.22,17.41,45.3,72.39,1,19.34,31.99,D,At Risk
STU362,Student 362,Male,18,97.51,28.29,17.0,49.33,71.6,10,14.72,48.53,B,Good
STU363,Student 363,Male,20,72.3,45.22,24.88,29.27,94.86,4,23.85,14.59,C,Average
STU364,Student 364,Female,18,59.26,33.17,24.16,43.96,86.91,6,29.93,29.62,C,Average
STU365,Student 365,Male,22,77.1,31.77,23.64,41.76,91.87,9,7.35,16.78,B,Good
STU366,Student 366,Male,21,93.65,15.9,46.72,35.07,70.02,2,14.87,12.04,C,Average
STU367,Student 367,Female,18,86.61,26.94,23.73,48.46,84.99,7,14.07,34.7,C,Average
STU368,Student 368,Female,22,90.33,28.31,24.52,22.02,82.87,6,10.53,18.31,C,Average
STU369,Student 369,Male,22,82.94,28.96,41.58,18.82,93.31,2,7.55,33.51,C,Average
STU370,Student 370,Male,20,84.61,35.31,30.74,44.89,96.24,8,3.84,14.49,B,Good
STU371,Student 371,Female,22,92.46,33.68,42.18,30.37,60.49,7,26.84,23.28,C,Average
STU372,Student 372,Female,22,62.48,36.28,17.29,44.64,86.96,5,13.76,41.27,C,Average
STU373,Student 373,Female,22,74.47,41.77,32.06,46.26,62.07,5,15.91,27.48,C,Average
STU374,Student 374,Female,22,61.06,43.45,16.18,17.19,81.95,7,27.67,35.11,D,At Risk
STU375,Student 375,Male,19,99.38,40.13,17.19,45.92,71.51,9,23.74,35.9,B,Good
STU376,Student 376,Female,19,97.2,48.44,46.73,30.69,72.27,9,5.65,43.75,B,Good
STU377,Student 377,Female,20,51.97,15.64,19.87,32.87,74.12,9,17.83,23.0,D,At Risk
STU378,Student 378,Male,18,85.28,21.85,33.63,36.93,84.85,6,14.38,37.49,C,Average
STU379,Student 379,Female,22,96.26,15.26,29.39,47.42,73.36,10,24.32,48.46,C,Average
STU380,Student 380,Male,18,59.03,37.66,27.16,15.67,89.31,6,22.28,39.21,D,At Risk
STU381,Student 381,Female,18,78.4,46.43,46.49,31.69,76.18,3,21.33,29.59,B,Good
STU382,Student 382,Female,20,95.77,23.52,15.76,39.07,62.73,1,11.54,35.23,D,At Risk
STU383,Student 383,Female,22,51.7,47.45,38.23,40.29,91.35,7,24.54,39.59,B,Good
STU384,Student 384,Male,22,84.87,17.11,48.72,39.24,71.43,4,3.47,34.49,C,Average
STU385,Student 385,Male,21,64.87,47.71,34.61,19.71,77.31,1,6.47,10.67,D,At Risk
STU386,Student 386,Female,18,96.22,27.31,47.79,25.48,87.42,8,11.4,17.79,B,Good
STU387,Student 387,Male,18,98.55,18.55,16.83,27.56,73.3,6,4.15,42.42,D,At Risk
STU388,Student 388,Male,19,97.21,32.01,29.66,43.16,62.26,6,8.58,20.91,C,Average
STU389,Student 389,Male,21,73.71,23.99,24.11,24.76,74.96,2,25.24,39.26,D,At Risk
STU390,Student 390,Male,19,93.1,24.97,40.58,22.37,97.78,1,28.55,24.88,C,Average
STU391,Student 391,Male,19,92.23,25.76,49.35,48.51,85.67,2,10.53,30.88,B,Good
STU392,Student 392,Male,19,65.96,43.11,23.98,15.31,86.86,4,9.41,12.72,D,At Risk
STU393,Student 393,Female,20,91.45,33.87,37.9,49.92,85.29,2,9.84,17.25,B,Good
STU394,Student 394,Female,20,51.85,25.9,21.93,38.69,67.96,1,9.78,48.29,D,At Risk
STU395,Student 395,Male,19,79.81,36.36,34.79,44.0,76.73,7,3.01,45.61,B,Good
STU396,Student 396,Female,21,61.5,40.07,31.24,25.31,90.04,8,27.95,36.09,C,Average
STU397,Student 397,Female,18,56.03,24.54,49.02,15.5,64.05,6,7.98,28.39,D,At Risk
STU398,Student 398,Female,21,53.85,29.47,36.3,40.83,71.11,4,13.76,37.03,D,At Risk
STU399,Student 399,Female,22,84.81,19.27,27.23,44.2,71.05,6,2.27,34.74,C,Average
STU400,Student 400,Male,20,66.99,21.34,18.99,40.92,77.28,3,26.02,32.74,D,At Risk
STU401,Student 401,Female,18,86.24,38.84,20.29,20.0,99.21,8,22.47,12.37,C,Average
STU402,Student 402,Female,18,53.27,21.35,22.89,41.37,62.7,10,28.51,35.31,D,At Risk
STU403,Student 403,Male,22,65.76,33.38,23.78,41.91,80.75,2,23.89,40.76,D,At Risk
STU404,Student 404,Male,22,76.97,39.82,44.77,38.05,67.17,5,10.78,49.76,C,Average
STU405,Student 405,Female,19,89.54,18.74,34.64,41.81,98.83,1,8.94,10.44,C,Average
STU406,Student 406,Female,20,65.94,34.86,33.32,44.61,64.53,6,21.54,39.21,C,Average
STU407,Student 407,Female,20,81.29,23.98,19.02,36.48,76.14,2,12.2,32.87,D,At Risk
STU408,Student 408,Female,21,94.3,48.7,45.1,18.1,89.52,4,17.85,27.36,B,Good
STU409,Student 409,Female,19,80.79,31.92,40.3,32.07,88.18,6,2.18,15.1,C,Average
STU410,Student 410,Female,19,61.65,43.21,17.37,17.72,76.91,10,3.73,26.36,D,At Risk
STU411,Student 411,Male,19,51.22,34.26,39.77,29.26,73.86,8,16.99,24.18,C,Average
STU412,Student 412,Female,19,93.5,16.52,34.02,29.25,75.9,8,17.85,22.11,C,Average
STU413,Student 413,Female,20,51.06,37.16,17.86,17.31,70.57,6,23.04,39.24,D,At Risk
STU414,Student 414,Male,20,93.74,48.3,31.04,27.21,68.21,4,5.7,38.03,C,Average
STU415,Student 415,Male,19,76.45,36.06,31.96,18.88,79.32,8,16.37,33.56,C,Average
STU416,Student 416,Male,21,96.95,43.67,20.8,43.29,70.74,8,7.44,47.55,B,Good
STU417,Student 417,Male,18,89.94,45.95,48.1,48.17,71.5,10,4.61,23.99,A,Excellent
STU418,Student 418,Female,18,99.9,22.98,44.75,17.53,86.27,1,13.49,19.75,C,Average
STU419,Student 419,Female,21,67.54,22.42,38.42,48.43,98.74,4,6.57,36.24,C,Average
STU420,Student 420,Female,19,88.36,36.38,31.18,33.29,84.15,4,8.21,17.95,C,Average
STU421,Student 421,Female,20,70.1,29.39,29.41,25.48,63.08,7,10.89,22.6,D,At Risk
STU422,Student 422,Female,18,73.99,44.4,37.78,17.69,63.02,7,9.26,18.98,C,Average
STU423,Student 423,Female,22,81.38,46.5,34.09,32.52,98.06,8,4.45,12.77,B,Good
STU424,Student 424,Male,22,93.68,27.37,17.18,42.81,71.89,5,4.52,43.1,C,Average
STU425,Student 425,Female,21,99.2,23.29,32.94,39.75,63.68,7,7.41,20.18,C,Average
STU426,Student 426,Male,19,88.41,42.32,43.22,16.76,83.96,8,3.42,28.92,B,Good
STU427,Student 427,Male,18,70.89,24.62,31.07,17.55,84.95,9,19.54,11.73,D,At Risk
STU428,Student 428,Female,19,71.07,43.79,16.82,29.1,85.94,3,10.05,37.97,D,At Risk
STU429,Student 429,Male,18,86.88,29.83,42.52,25.34,70.7,3,9.83,23.22,C,Average
STU430,Student 430,Female,21,61.94,38.36,22.05,23.13,60.6,4,11.3,39.79,D,At Risk
STU431,Student 431,Male,21,55.52,18.34,24.05,24.84,98.6,5,20.56,26.5,D,At Risk
STU432,Student 432,Female,22,67.73,36.84,20.76,43.12,70.04,10,26.38,17.83,C,Average
STU433,Student 433,Male,19,64.36,30.81,26.56,47.52,87.04,1,23.25,30.53,C,Average
STU434,Student 434,Female,22,64.82,35.53,41.49,29.18,88.27,7,22.37,15.22,C,Average
STU435,Student 435,Female,19,61.68,20.88,33.18,46.71,84.4,9,15.56,27.62,C,Average
STU436,Student 436,Female,22,52.1,40.79,22.17,26.25,72.52,8,21.43,22.69,D,At Risk
STU437,Student 437,Female,20,50.89,45.2,45.72,31.68,70.84,5,17.48,46.48,C,Average
STU438,Student 438,Female,20,99.39,22.59,45.79,22.91,83.91,4,8.06,12.44,C,Average
STU439,Student 439,Male,20,71.39,18.35,45.47,37.42,94.64,7,7.84,37.76,C,Average
STU440,Student 440,Male,20,69.22,15.83,23.36,49.26,97.87,5,10.3,17.31,C,Average
STU441,Student 441,Male,18,83.98,37.47,30.79,36.12,64.24,7,27.5,22.76,C,Average
STU442,Student 442,Female,20,60.91,36.25,49.47,27.52,66.19,1,17.33,26.62,D,At Risk
STU443,Student 443,Male,21,97.5,34.13,42.02,37.67,97.79,1,22.55,46.32,B,Good
STU444,Student 444,Female,21,89.32,23.12,15.95,19.3,89.46,10,11.7,19.7,C,Average
STU445,Student 445,Female,18,54.47,28.68,17.28,46.1,95.32,3,13.42,13.65,D,At Risk
STU446,Student 446,Male,20,70.88,35.81,31.24,32.61,68.11,2,5.52,22.75,D,At Risk
STU447,Student 447,Male,20,93.96,32.39,46.82,30.73,83.5,2,6.8,14.19,C,Average
STU448,Student 448,Female,20,97.24,49.57,33.85,35.51,88.05,7,25.17,15.14,B,Good
STU449,Student 449,Male,22,73.37,19.78,32.42,36.87,87.2,10,18.38,32.95,C,Average
STU450,Student 450,Female,19,80.67,39.33,18.69,17.51,76.33,2,11.45,12.44,D,At Risk
STU451,Student 451,Female,22,58.35,29.15,37.99,38.89,60.62,4,24.48,11.24,D,At Risk
STU452,Student 452,Female,19,99.56,29.99,43.77,23.47,83.32,2,8.9,38.58,C,Average
STU453,Student 453,Female,20,61.58,40.12,28.31,39.99,70.12,6,29.33,24.47,C,Average
STU454,Student 454,Female,20,97.14,39.24,42.15,43.79,78.01,8,11.65,15.02,B,Good
STU455,Student 455,Male,22,82.48,49.69,48.76,43.14,98.3,10,11.44,20.14,A,Excellent
STU456,Student 456,Male,22,80.39,19.49,22.13,34.34,75.96,4,10.73,35.68,D,At Risk
STU457,Student 457,Female,19,75.63,18.64,33.32,33.21,93.59,5,5.42,21.02,C,Average
STU458,Student 458,Female,21,61.53,40.35,25.05,20.0,67.54,4,5.11,29.78,D,At Risk
STU459,Student 459,Male,19,58.83,35.24,42.75,42.14,86.9,3,20.15,14.87,C,Average
STU460,Student 460,Male,22,61.02,24.6,35.22,24.5,99.08,5,26.5,33.52,C,Average
STU461,Student 461,Female,22,59.32,17.78,37.21,32.38,64.08,9,24.13,22.64,D,At Risk
STU462,Student 462,Male,18,88.98,18.0,42.93,24.95,60.33,8,5.95,35.08,C,Average
STU463,Student 463,Female,22,67.51,46.3,28.86,19.68,77.34,8,17.28,42.34,C,Average
STU464,Student 464,Male,18,52.89,21.72,47.03,37.03,63.71,8,4.96,34.47,C,Average
STU465,Student 465,Female,21,98.46,26.32,33.66,16.9,89.94,8,3.27,21.83,C,Average
STU466,Student 466,Male,19,94.19,22.93,20.53,41.2,96.58,7,20.38,20.23,C,Average
STU467,Student 467,Female,19,96.39,27.42,39.36,26.12,77.36,8,16.98,23.1,C,Average
STU468,Student 468,Male,18,99.75,17.43,42.76,15.0,70.35,8,4.3,16.58,C,Average
STU469,Student 469,Male,19,58.69,33.17,26.09,32.89,77.38,8,2.98,17.25,C,Average
STU470,Student 470,Female,22,69.81,17.37,45.0,16.64,88.94,10,29.71,41.63,C,Average
STU471,Student 471,Male,20,87.91,43.01,46.72,24.67,60.36,7,2.84,25.39,C,Average
STU472,Student 472,Female,18,84.8,23.18,24.69,39.74,83.58,1,14.45,27.44,D,At Risk
STU473,Student 473,Male,19,57.69,33.9,49.42,17.19,84.53,4,16.13,33.76,C,Average
STU474,Student 474,Female,18,90.79,45.8,19.92,44.38,85.51,4,5.28,33.59,B,Good
STU475,Student 475,Male,18,61.22,37.78,22.07,15.13,69.68,5,6.73,12.7,D,At Risk
STU476,Student 476,Female,20,61.19,33.65,21.45,23.64,88.56,10,11.85,43.26,C,Average
STU477,Student 477,Male,22,76.85,26.35,46.29,40.93,63.66,6,23.33,17.09,C,Average
STU478,Student 478,Female,18,79.65,26.66,37.9,26.07,67.97,4,16.2,38.92,D,At Risk
STU479,Student 479,Male,19,79.0,38.43,20.32,18.57,95.1,2,19.86,40.91,D,At Risk
STU480,Student 480,Female,21,54.57,49.79,30.41,27.61,89.55,6,29.58,38.6,C,Average
STU481,Student 481,Female,18,93.87,38.16,36.54,24.46,60.55,8,23.5,33.16,C,Average
STU482,Student 482,Female,18,63.28,34.52,17.92,44.49,69.94,8,14.16,10.58,C,Average
STU483,Student 483,Male,20,56.48,40.57,45.88,25.97,68.58,7,14.5,24.42,C,Average
STU484,Student 484,Female,22,94.44,31.28,43.13,42.61,70.83,6,19.33,34.19,B,Good
STU485,Student 485,Male,21,97.78,17.1,32.68,46.22,69.9,2,20.63,25.5,C,Average
STU486,Student 486,Female,19,93.11,34.68,48.85,30.18,62.5,7,16.02,44.54,B,Good
STU487,Student 487,Male,21,90.48,48.52,29.62,46.85,78.36,5,20.06,22.35,B,Good
STU488,Student 488,Female,19,82.76,21.14,49.44,28.21,89.31,6,2.66,21.74,C,Average
STU489,Student 489,Male,22,77.54,39.15,38.38,48.74,84.27,10,14.03,20.64,B,Good
STU490,Student 490,Male,19,54.35,22.03,37.21,18.13,86.91,8,9.81,23.31,D,At Risk
STU491,Student 491,Female,20,70.42,33.75,20.81,39.05,63.25,8,5.62,32.3,C,Average
STU492,Student 492,Male,20,68.63,18.38,45.87,32.28,98.06,3,4.79,38.28,C,Average
STU493,Student 493,Male,20,62.99,30.76,29.96,28.57,93.54,7,18.89,36.5,C,Average
STU494,Student 494,Female,20,86.17,41.47,20.68,37.14,92.2,1,16.66,42.31,C,Average
STU495,Student 495,Male,21,74.79,27.17,15.44,39.63,92.92,1,9.1,45.44,D,At Risk
STU496,Student 496,Male,22,54.05,38.27,34.59,15.15,97.31,7,15.19,42.64,C,Average
STU497,Student 497,Male,19,61.01,42.84,33.46,20.84,81.77,10,15.78,10.76,C,Average
STU498,Student 498,Female,19,84.16,47.45,40.18,39.96,68.01,9,7.46,39.44,B,Good
STU499,Student 499,Male,20,53.81,23.21,46.16,38.32,84.67,7,20.26,18.34,C,Average
STU500,Student 500,Female,20,92.56,28.98,17.78,48.81,89.72,10,23.87,15.32,B,Good
